Component,Arxiu,Linia,ID,Classes CSS,Num Fills,Nivell de Sospita (Basura?)
ContentWithShortcodes.jsx,src/components/core/ContentWithShortcodes.jsx,180,,flex gap-1 pr-2 pb-2 shrink-0,3,
ContentWithShortcodes.jsx,src/components/core/ContentWithShortcodes.jsx,205,,w-full flex flex-col gap-4,1,
ContentWithShortcodes.jsx,src/components/core/ContentWithShortcodes.jsx,228,,w-full text-left block app-cms-content prose prose-lg dark:prose-invert max-w-none text-[var(--text-primary)],1,
ErrorBoundary.jsx,src/components/core/ErrorBoundary.jsx,69,,error-boundary-container,4,
ErrorBoundary.jsx,src/components/core/ErrorBoundary.jsx,70,,,1,Wrapper Innecessari (1 fill, sense classes)
ErrorBoundary.jsx,src/components/core/ErrorBoundary.jsx,73,,,2,Contenidor simple sense classes/id
GlobalErrorBoundary.jsx,src/components/core/GlobalErrorBoundary.jsx,88,,min-h-screen bg-[#050505] flex items-center justify-center p-8 text-white text-center,1,
GlobalErrorBoundary.jsx,src/components/core/GlobalErrorBoundary.jsx,89,,max-w-xl,4,
GlobalErrorBoundary.jsx,src/components/core/GlobalErrorBoundary.jsx,90,,mb-8 flex justify-center,1,
GlobalErrorBoundary.jsx,src/components/core/GlobalErrorBoundary.jsx,91,,w-24 h-24 bg-[#F97316]/10 rounded-full flex items-center justify-center border border-[#F97316]/30,1,
GlobalErrorBoundary.jsx,src/components/core/GlobalErrorBoundary.jsx,112,,min-h-screen bg-black flex items-center justify-center p-8 text-white,1,
GlobalErrorBoundary.jsx,src/components/core/GlobalErrorBoundary.jsx,113,,max-w-md text-center,2,
SafeShell.jsx,src/components/core/SafeShell.jsx,9,,safe-shell-container,3,
SafeShell.jsx,src/components/core/SafeShell.jsx,10,,safe-area-background-top,0,DIV Buit (Sense contingut)
SafeShell.jsx,src/components/core/SafeShell.jsx,11,,safe-shell-main,1,
SafeShell.jsx,src/components/core/SafeShell.jsx,17,,safe-area-background-bottom,0,DIV Buit (Sense contingut)
VersionGatekeeper.jsx,src/components/core/VersionGatekeeper.jsx,34,,gatekeeper-purge-overlay,3,
VersionGatekeeper.jsx,src/components/core/VersionGatekeeper.jsx,37,,purge-version,1,
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,70,,flex-1 overflow-y-auto bg-[#0a0a0b] text-white p-8 md:p-12 animate-fade-in custom-scrollbar,1,
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,71,,max-w-3xl mx-auto,9,
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,72,,flex items-center gap-4 mb-10 border-b border-white/10 pb-6 uppercase tracking-[0.3em] text-orange-500 font-black text-xs,3,
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,83,,[Expressió Dinàmica],1,
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,88,,bg-white/5 border border-white/10 genesis-radius p-8 mb-10 backdrop-blur-md,2,
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,89,,flex items-start gap-4 mb-6,2,
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,90,,p-3 bg-orange-600/20 genesis-radius text-blue-400,1,
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,93,,,2,Contenidor simple sense classes/id
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,103,,grid gap-6,2,
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,104,,flex gap-4,2,
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,105,,w-1.5 h-auto bg-orange-600 rounded-full shrink-0,0,DIV Buit (Sense contingut)
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,106,,,2,Contenidor simple sense classes/id
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,116,,flex gap-4,2,
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,117,,w-1.5 h-auto bg-purple-600 rounded-full shrink-0,0,DIV Buit (Sense contingut)
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,118,,,2,Contenidor simple sense classes/id
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,131,,bg-slate-900 border border-slate-700 rounded-[28px] p-6 mb-10 font-mono text-sm text-green-400/80,2,
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,133,,whitespace-pre-wrap,1,
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,138,,bg-black/40 border border-white/5 genesis-radius p-8 mb-10,2,
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,139,,flex items-center gap-3 mb-4 text-xs font-black uppercase tracking-widest opacity-60,2,
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,148,,flex items-center gap-2 p-6 bg-orange-600/10 border border-orange-600/20 genesis-radius text-orange-500 text-[10px] font-black uppercase tracking-widest mb-8,2,
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,154,,[Expressió Dinàmica],2,
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,155,,flex items-center justify-between mb-4,2,
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,156,,flex items-center gap-3,2,
CartManager.jsx,src/components/features/CartManager.jsx,112,,[Expressió Dinàmica],1,
CartManager.jsx,src/components/features/CartManager.jsx,118,,[Expressió Dinàmica],3,
CartManager.jsx,src/components/features/CartManager.jsx,124,,cart-header,2,
CartManager.jsx,src/components/features/CartManager.jsx,134,,cart-content,1,
CartManager.jsx,src/components/features/CartManager.jsx,136,,cart-empty-state,2,
CartManager.jsx,src/components/features/CartManager.jsx,150,,cart-item,2,
CartManager.jsx,src/components/features/CartManager.jsx,154,,cart-item-image flex items-center justify-center,1,
CartManager.jsx,src/components/features/CartManager.jsx,158,,cart-item-details,2,
CartManager.jsx,src/components/features/CartManager.jsx,161,,cart-item-actions,2,
CartManager.jsx,src/components/features/CartManager.jsx,164,,flex items-center gap-3,2,
CartManager.jsx,src/components/features/CartManager.jsx,165,,quantity-selector,3,
CartManager.jsx,src/components/features/CartManager.jsx,208,,cart-footer,2,
CartManager.jsx,src/components/features/CartManager.jsx,209,,cart-summary-row,2,
CategoryManager.jsx,src/components/features/CategoryManager.jsx,7,,p-6 lg:p-10 max-w-4xl mx-auto space-y-8 animate-fade-in relative,3,
CategoryManager.jsx,src/components/features/CategoryManager.jsx,8,,space-y-4 border-b border-white/10 pb-8,3,
CategoryManager.jsx,src/components/features/CategoryManager.jsx,16,,flex items-center gap-3,2,
CategoryManager.jsx,src/components/features/CategoryManager.jsx,25,,grid grid-cols-1 md:grid-cols-2 gap-6,4,
CategoryManager.jsx,src/components/features/CategoryManager.jsx,27,,bg-[#111111] border border-white/5 rounded-[28px] overflow-hidden,2,
CategoryManager.jsx,src/components/features/CategoryManager.jsx,28,,p-6 border-b border-white/5 bg-white/5 flex items-center justify-between,2,
CategoryManager.jsx,src/components/features/CategoryManager.jsx,29,,flex items-center gap-2,2,
CategoryManager.jsx,src/components/features/CategoryManager.jsx,35,,p-6 space-y-4,1,
CategoryManager.jsx,src/components/features/CategoryManager.jsx,37,,flex items-center justify-between p-3 bg-black/40 rounded-[28px] border border-white/5,2,
CategoryManager.jsx,src/components/features/CategoryManager.jsx,39,,flex gap-2,1,
CategoryManager.jsx,src/components/features/CategoryManager.jsx,48,,bg-[#111111] border border-white/5 rounded-[28px] overflow-hidden,2,
CategoryManager.jsx,src/components/features/CategoryManager.jsx,49,,p-6 border-b border-white/5 bg-white/5 flex items-center justify-between,2,
CategoryManager.jsx,src/components/features/CategoryManager.jsx,50,,flex items-center gap-2,2,
CategoryManager.jsx,src/components/features/CategoryManager.jsx,58,,p-6 space-y-2 flex flex-wrap gap-2,1,
ChatDetail.jsx,src/components/features/ChatDetail.jsx,97,,glass-rural w-full max-w-sm rounded-3xl px-4 py-3 shadow-2xl text-[#E5E2E1],1,
ChatDetail.jsx,src/components/features/ChatDetail.jsx,98,,flex items-center justify-between gap-3,2,
ChatDetail.jsx,src/components/features/ChatDetail.jsx,457,,flex min-h-full flex-1 items-center justify-center bg-[#131313],1,
ChatDetail.jsx,src/components/features/ChatDetail.jsx,480,,flex min-h-0 flex-1 flex-col bg-theme-bg,3,
ChatDetail.jsx,src/components/features/ChatDetail.jsx,482,,mx-3 mt-2 rounded-3xl bg-theme-surface px-4 py-3 text-center text-[13px] text-theme-accent-primary shadow-lg,4,
ChatDetail.jsx,src/components/features/ChatDetail.jsx,490,,mx-3 mt-2 rounded-3xl bg-theme-accent-primary/10 px-4 py-3 text-center text-[15px] text-theme-accent-primary shadow-xl,4,
ChatDetail.jsx,src/components/features/ChatDetail.jsx,498,,relative flex min-h-0 flex-1 flex-col,2,
ChatDetail.jsx,src/components/features/ChatDetail.jsx,499,,relative min-h-0 flex-1 overflow-hidden,1,
ChatDetail.jsx,src/components/features/ChatDetail.jsx,518,,shrink-0,1,
ChatDetail.jsx,src/components/features/ChatDetail.jsx,558,,sticky top-0 z-[190] w-full shrink-0 shadow-sm,1,
ChatDetail.jsx,src/components/features/ChatDetail.jsx,583,,flex-1 h-full overflow-y-auto px-4 py-6 flex flex-col gap-4 bg-theme-base custom-scrollbar,3,
ChatDetail.jsx,src/components/features/ChatDetail.jsx,587,,[Expressió Dinàmica],2,
ChatDetail.jsx,src/components/features/ChatDetail.jsx,588,,[Expressió Dinàmica],1,
ChatDetail.jsx,src/components/features/ChatDetail.jsx,603,,flex flex-col items-center justify-center text-center text-theme-muted mt-20 opacity-60,3,
ChatDetail.jsx,src/components/features/ChatDetail.jsx,604,,w-16 h-16 rounded-full bg-white/10 flex items-center justify-center mb-4 border border-white/5 shadow-inner,1,
ChatDetail.jsx,src/components/features/ChatDetail.jsx,611,,h-4,0,DIV Buit (Sense contingut)
ChatDetail.jsx,src/components/features/ChatDetail.jsx,627,,p-3 bg-white dark:bg-[#111111] border-t border-gray-100 dark:border-white/5 pb-safe,1,
ChatDetail.jsx,src/components/features/ChatDetail.jsx,630,,flex gap-1 pb-1 shrink-0,2,
ChatDetail.jsx,src/components/features/ChatDetail.jsx,640,,flex-1 bg-gray-100 dark:bg-[#1A1A1A] border border-transparent dark:border-white/5 rounded-[24px] flex items-center relative overflow-hidden transition-all focus-within:border-[#FF6D00]/30 focus-within:bg-white dark:focus-within:bg-[#222222] focus-within:shadow-[0_4px_20px_rgba(255;109;0;0.08)] min-h-[48px],1,
ChatDetail.jsx,src/components/features/ChatDetail.jsx,658,,pb-[2px] shrink-0,1,
ChatEmptyState.jsx,src/components/features/ChatEmptyState.jsx,12,,flex-1 flex flex-col items-center justify-center p-8 md:p-12 bg-[#050505] text-white min-h-0,1,
ChatEmptyState.jsx,src/components/features/ChatEmptyState.jsx,13,,max-w-2xl w-full border border-[var(--theme-accent-primary)]/30 bg-[var(--theme-accent-primary)]/5 genesis-radius p-8 md:p-10 backdrop-blur-xl animate-fade-in,1,
ChatEmptyState.jsx,src/components/features/ChatEmptyState.jsx,14,,flex items-center gap-3 mb-8 text-[var(--theme-accent-primary)] font-black text-xs uppercase tracking-[0.3em],2,
ChatEmptyState.jsx,src/components/features/ChatEmptyState.jsx,24,,flex-1 w-full h-full relative overflow-y-auto bg-theme-base,1,
ChatList.jsx,src/components/features/ChatList.jsx,275,,flex-1 flex flex-col min-w-0 bg-white dark:bg-[#0e0e0e] relative overflow-hidden h-full chat-list-container font-['Noto_Sans';sans-serif] transition-colors border-r border-[#0000000a] dark:border-transparent,5,
ChatList.jsx,src/components/features/ChatList.jsx,277,,shrink-0 flex items-center justify-between px-3 sm:px-4 h-[56px] min-h-[56px] bg-[#F97316] dark:bg-[#4F46E5] sticky top-0 z-20 transition-colors gap-2 shadow-md,2,
ChatList.jsx,src/components/features/ChatList.jsx,278,,flex items-center flex-1 h-[36px] bg-white rounded-[28px] overflow-hidden focus-within:ring-2 focus-within:ring-[#0369A1] transition-all group,2,
ChatList.jsx,src/components/features/ChatList.jsx,279,,flex items-center justify-center pl-4 pr-2 h-full,1,
ChatList.jsx,src/components/features/ChatList.jsx,298,,relative flex-shrink-0 flex items-center justify-center,2,
ChatList.jsx,src/components/features/ChatList.jsx,309,,fixed inset-0 z-40,0,DIV Buit (Sense contingut)
ChatList.jsx,src/components/features/ChatList.jsx,310,,absolute right-0 top-14 z-50 w-72 origin-top-right animate-in fade-in zoom-in-95 rounded-[28px] bg-white dark:bg-[#1a1a1a] py-3 text-[16px] text-theme-text shadow-[0_8px_32px_rgba(0;0;0;0.25)] border border-gray-100 dark:border-gray-800 duration-200,14,
ChatList.jsx,src/components/features/ChatList.jsx,312,,px-5 pb-3 mb-2 border-b border-gray-100 dark:border-gray-800 flex items-center justify-between,1,
ChatList.jsx,src/components/features/ChatList.jsx,319,,mx-5 my-1 border-b border-gray-100 dark:border-gray-800,0,DIV Buit (Sense contingut)
ChatList.jsx,src/components/features/ChatList.jsx,336,,flex-1 overflow-y-auto bg-white dark:bg-[#0e0e0e] min-h-0 custom-scrollbar overscroll-contain transition-colors,1,
ChatList.jsx,src/components/features/ChatList.jsx,342,,[Expressió Dinàmica],4,
ChatList.jsx,src/components/features/ChatList.jsx,351,,flex-shrink-0 relative py-3 pr-4,2,
ChatList.jsx,src/components/features/ChatList.jsx,359,,absolute bottom-2 right-3 bg-white dark:bg-[#0e0e0e] rounded-[10px] px-1.5 py-0.5 z-10 shadow-sm border border-gray-200 dark:border-[rgba(255;255;255;0.1)] flex items-center justify-center,1,
ChatList.jsx,src/components/features/ChatList.jsx,366,,flex-1 min-w-0 flex flex-col justify-center h-[72px] pr-4 border-b border-gray-200 dark:border-white/5 group-last:border-0,4,
ChatList.jsx,src/components/features/ChatList.jsx,368,,flex justify-between items-center gap-2,2,
ChatList.jsx,src/components/features/ChatList.jsx,369,,m-0 truncate text-[17px] md:text-[19px] font-semibold leading-tight text-[#0369A1] dark:text-[#F97316] transition-colors tracking-normal,1,
ChatList.jsx,src/components/features/ChatList.jsx,376,,shrink-0 text-[12px] md:text-[13px] font-normal leading-tight text-[#54656F] dark:text-[#8696A0] ml-2,1,
ChatList.jsx,src/components/features/ChatList.jsx,385,,flex items-center text-[15px] font-normal transition-colors mt-[1px],1,
ChatList.jsx,src/components/features/ChatList.jsx,394,,h-full flex flex-col items-center justify-center p-12 text-center opacity-80,3,
CreationHub.jsx,src/components/features/CreationHub.jsx,19,,fixed inset-0 z-modal flex items-center justify-center p-4,4,
CreationHub.jsx,src/components/features/CreationHub.jsx,21,,absolute inset-0 bg-black/60 backdrop-blur-md,0,DIV Buit (Sense contingut)
CreationHub.jsx,src/components/features/CreationHub.jsx,27,,relative z-50 w-full max-w-lg p-6 rounded-[32px] shadow-2xl bg-[#0A0A0A] border border-white/10 text-white animate-in zoom-in-95,5,
CreationHub.jsx,src/components/features/CreationHub.jsx,37,,text-center mb-6 mt-2 relative z-10,3,
CreationHub.jsx,src/components/features/CreationHub.jsx,38,,w-16 h-16 mx-auto bg-[#0984E3] rounded-[28px] flex items-center justify-center mb-4 shadow-xl shadow-[#0984E3]/20,1,
CreationHub.jsx,src/components/features/CreationHub.jsx,49,,grid grid-cols-2 gap-3 mb-6 relative z-10,8,
CreationHub.jsx,src/components/features/CreationHub.jsx,52,,icon-wrap,1,
CreationHub.jsx,src/components/features/CreationHub.jsx,60,,icon-wrap,1,
CreationHub.jsx,src/components/features/CreationHub.jsx,68,,icon-wrap,1,
CreationHub.jsx,src/components/features/CreationHub.jsx,76,,icon-wrap,1,
CreationHub.jsx,src/components/features/CreationHub.jsx,84,,space-y-3 pt-4 border-t border-white/5 relative z-10,3,
CreationHub.jsx,src/components/features/CreationHub.jsx,85,,grid grid-cols-3 gap-3,3,
EpubViewer.jsx,src/components/features/EpubViewer.jsx,127,,fixed inset-0 z-[5000] bg-black text-white flex flex-col animate-in fade-in duration-300,12,
EpubViewer.jsx,src/components/features/EpubViewer.jsx,129,,flex-none h-16 w-full flex items-center justify-between px-3 md:px-6 border-b border-white/10 bg-[#0e0e0e] z-20,2,
EpubViewer.jsx,src/components/features/EpubViewer.jsx,130,,flex items-center gap-2 md:gap-4,2,
EpubViewer.jsx,src/components/features/EpubViewer.jsx,139,,flex items-center gap-1 md:gap-2,5,
EpubViewer.jsx,src/components/features/EpubViewer.jsx,176,,absolute top-16 left-0 bottom-10 w-full md:w-80 bg-[#1a1a1a] border-r border-white/10 shadow-2xl z-20 overflow-y-auto animate-in slide-in-from-left,2,
EpubViewer.jsx,src/components/features/EpubViewer.jsx,177,,p-4 border-b border-white/10 sticky top-0 bg-[#1a1a1a]/90 backdrop-blur-md,1,
EpubViewer.jsx,src/components/features/EpubViewer.jsx,182,,p-4 text-center text-white/50 text-sm,1,
EpubViewer.jsx,src/components/features/EpubViewer.jsx,202,,absolute top-16 right-0 md:right-4 w-full md:w-96 bg-[#1a1a1a] md:border border-white/10 md:rounded-b-2xl md:shadow-2xl z-20 max-h-[80vh] flex flex-col animate-in slide-in-from-top-2,2,
EpubViewer.jsx,src/components/features/EpubViewer.jsx,203,,p-4 border-b border-white/10 shrink-0,2,
EpubViewer.jsx,src/components/features/EpubViewer.jsx,205,,flex gap-2,2,
EpubViewer.jsx,src/components/features/EpubViewer.jsx,223,,flex-1 overflow-y-auto p-2,2,
EpubViewer.jsx,src/components/features/EpubViewer.jsx,225,,p-4 text-center text-white/50 text-sm,1,
EpubViewer.jsx,src/components/features/EpubViewer.jsx,245,,absolute top-16 right-0 md:right-4 w-full md:w-72 bg-[#1a1a1a] md:border border-white/10 md:rounded-b-2xl md:shadow-2xl p-5 z-20 animate-in slide-in-from-top-2,7,
EpubViewer.jsx,src/components/features/EpubViewer.jsx,249,,flex items-center justify-between bg-black/40 rounded-xl mb-4 overflow-hidden border border-white/5,3,
EpubViewer.jsx,src/components/features/EpubViewer.jsx,266,,grid grid-cols-2 gap-2 mb-4,2,
EpubViewer.jsx,src/components/features/EpubViewer.jsx,282,,flex gap-2,2,
EpubViewer.jsx,src/components/features/EpubViewer.jsx,296,,flex-1 w-full relative bg-white overflow-hidden,1,
EpubViewer.jsx,src/components/features/EpubViewer.jsx,337,,flex-none h-10 w-full flex items-center justify-center border-t border-white/10 bg-[#0e0e0e] z-10 text-[10px] text-white/50 tracking-widest uppercase font-bold shadow-[0_-5px_20px_rgba(0;0;0;0.5)] leading-none pt-0.5,1,
Feed.jsx,src/components/features/Feed.jsx,49,,w-full h-full min-h-[300px] flex flex-col items-center justify-center bg-[#1A1A1A]/80 backdrop-blur-md rounded-[20px] border border-red-500/20 p-6 text-center,3,
Feed.jsx,src/components/features/Feed.jsx,259,,iaia-transparency-genesis mt-2 mb-1,1,
Feed.jsx,src/components/features/Feed.jsx,260,,flex items-center gap-1 font-black text-[12px] text-cyan-400,2,
Feed.jsx,src/components/features/Feed.jsx,276,,flex-1 flex flex-col h-full bg-theme-base relative overflow-hidden items-center justify-center p-8,1,
Feed.jsx,src/components/features/Feed.jsx,284,,flex-1 flex flex-col h-full bg-theme-base relative overflow-hidden items-center justify-center p-8,2,
Feed.jsx,src/components/features/Feed.jsx,292,,flex flex-col w-full h-full relative isolate bg-theme-base,5,
Feed.jsx,src/components/features/Feed.jsx,293,,sr-only,4,
Feed.jsx,src/components/features/Feed.jsx,308,,flex-none w-full z-dropdown,1,
Feed.jsx,src/components/features/Feed.jsx,321,,flex-1 w-full overflow-y-auto overflow-x-hidden min-h-0 relative,2,
Feed.jsx,src/components/features/Feed.jsx,329,,w-full pb-24,2,
Feed.jsx,src/components/features/Feed.jsx,331,,feed-list mx-auto w-full relative,1,
Feed.jsx,src/components/features/Feed.jsx,357,,,1,Wrapper Innecessari (1 fill, sense classes)
Feed.jsx,src/components/features/Feed.jsx,402,,load-more-container mt-12 mb-12 flex justify-center w-full,1,
Feed.jsx,src/components/features/Feed.jsx,404,,flex items-center gap-2 text-[#F97316]/50,2,
IAIAChatSidebar.jsx,src/components/features/IAIAChatSidebar.jsx,13,,h-12 flex items-center justify-center,1,
IAIAChatSidebar.jsx,src/components/features/IAIAChatSidebar.jsx,492,,[Expressió Dinàmica],1,
IAIAChatSidebar.jsx,src/components/features/IAIAChatSidebar.jsx,493,,[Expressió Dinàmica],4,
IAIAChatSidebar.jsx,src/components/features/IAIAChatSidebar.jsx,495,,chat-media-preview mb-3 card-radius overflow-hidden border border-white/10 glass-premium,1,
IAIAChatSidebar.jsx,src/components/features/IAIAChatSidebar.jsx,501,,file-bubble flex items-center gap-3 p-4 bg-white/5,3,
IAIAChatSidebar.jsx,src/components/features/IAIAChatSidebar.jsx,502,,file-icon p-2 bg-orange-500/20 rounded-[20px] text-blue-400,1,
