Component,Arxiu,Linia,Patró Estructural,Sospitós?,Num Fills,Classes CSS
TimelineMobile.jsx,src/components/TimelineMobile.jsx,138,Contenidor Mixt,No,3,mt-3 flex items-center gap-2
TimelineMobile.jsx,src/components/TimelineMobile.jsx,139,Contenidor de Text Pura,No,1,text-xs text-slate-400 font-medium
TimelineMobile.jsx,src/components/TimelineMobile.jsx,141,Contenidor Mixt,No,2,text-xs w-16 text-right text-slate-300
TimelineMobile.jsx,src/components/TimelineMobile.jsx,144,Contenidor Mixt,No,3,mt-2 flex items-center gap-2
TimelineMobile.jsx,src/components/TimelineMobile.jsx,145,Contenidor de Text Pura,No,1,text-xs text-slate-400 font-medium
TimelineMobile.jsx,src/components/TimelineMobile.jsx,147,Contenidor Mixt,No,2,text-xs w-16 text-right text-slate-300
TimelineMobile.jsx,src/components/TimelineMobile.jsx,151,Contenidor Mixt,No,2,flex flex-col gap-2
UniversalCard.jsx,src/components/UniversalCard.jsx,6,Contenidor Mixt,No,5,bg-white border border-slate-200 p-4 rounded-2xl shadow-sm hover:shadow-md transition-shadow relative overflow-hidden
UniversalCard.jsx,src/components/UniversalCard.jsx,7,Contenidor Mixt,No,2,flex items-center gap-3 mb-3
UniversalCard.jsx,src/components/UniversalCard.jsx,8,Wrapper d'Expressió {},No,1,w-10 h-10 bg-slate-200 rounded-full flex items-center justify-center font-bold text-slate-500
UniversalCard.jsx,src/components/UniversalCard.jsx,11,Contenidor Mixt,No,2,
UniversalCard.jsx,src/components/UniversalCard.jsx,12,Wrapper d'Expressió {},No,1,font-semibold
UniversalCard.jsx,src/components/UniversalCard.jsx,13,Wrapper d'Expressió {},No,1,text-xs text-slate-400
UniversalCard.jsx,src/components/UniversalCard.jsx,26,Wrapper d'Expressió {},No,1,mb-4 text-orange-600 font-bold text-xl
UniversalCard.jsx,src/components/UniversalCard.jsx,31,Contenidor Mixt,No,2,flex gap-2 text-sm border-t pt-3 mt-2 border-slate-100
UniversalCardAnimat.jsx,src/components/UniversalCardAnimat.jsx,40,Contenidor Mixt,No,2,flex items-start gap-3
UniversalCardAnimat.jsx,src/components/UniversalCardAnimat.jsx,41,Wrapper d'Expressió {},No,1,w-12 h-12 rounded-full bg-gradient-to-br from-amber-200 to-orange-400 flex items-center justify-center text-slate-800 font-bold text-xl shadow-sm
UniversalCardAnimat.jsx,src/components/UniversalCardAnimat.jsx,45,Contenidor Mixt,No,3,flex-1
UniversalCardAnimat.jsx,src/components/UniversalCardAnimat.jsx,49,Contenidor Mixt,No,2,mt-4 flex items-center gap-3 border-t border-slate-100 pt-4
WaitingForBackend.jsx,src/components/boundaries/WaitingForBackend.jsx,82,Contenidor Mixt,No,2,fixed bottom-[80px] left-1/2 -translate-x-1/2 z-50 bg-[#F97316] text-white px-4 py-2 rounded-full shadow-lg border border-white/20 flex items-center space-x-2 animate-bounce-subtle pointer-events-none
ContentWithShortcodes.jsx,src/components/core/ContentWithShortcodes.jsx,62,BUIT (Possible Basura),No,0,h-48 rounded-2xl bg-black/5 dark:bg-white/5 animate-pulse w-full h-full
ContentWithShortcodes.jsx,src/components/core/ContentWithShortcodes.jsx,86,BUIT (Possible Basura),No,0,h-48 rounded-2xl bg-black/5 dark:bg-white/5 animate-pulse w-full h-full
ContentWithShortcodes.jsx,src/components/core/ContentWithShortcodes.jsx,109,BUIT (Possible Basura),No,0,h-48 rounded-2xl bg-black/5 dark:bg-white/5 animate-pulse w-full h-full
ContentWithShortcodes.jsx,src/components/core/ContentWithShortcodes.jsx,132,BUIT (Possible Basura),No,0,h-48 rounded-2xl bg-black/5 dark:bg-white/5 animate-pulse w-full h-full
ContentWithShortcodes.jsx,src/components/core/ContentWithShortcodes.jsx,153,Contenidor Mixt,No,5,my-4 p-4 border border-dashed border-red-500/50 rounded-xl bg-red-500/10 text-red-500 text-xs font-mono text-center
ContentWithShortcodes.jsx,src/components/core/ContentWithShortcodes.jsx,161,Contenidor Mixt,No,3,content-with-shortcodes w-full
ContentWithShortcodes.jsx,src/components/core/ContentWithShortcodes.jsx,164,Wrapper d'Expressió {},No,1,w-full text-left mb-6 app-cms-content prose prose-lg dark:prose-invert max-w-none text-[var(--text-primary)]
ContentWithShortcodes.jsx,src/components/core/ContentWithShortcodes.jsx,179,Wrapper HTML (<div>),No,1,flex items-center justify-end mb-[30px] overflow-x-auto no-scrollbar scroll-smooth w-full mt-[30px]
ContentWithShortcodes.jsx,src/components/core/ContentWithShortcodes.jsx,180,Contenidor Mixt,No,3,flex gap-1 pr-2 pb-2 shrink-0
ContentWithShortcodes.jsx,src/components/core/ContentWithShortcodes.jsx,205,Wrapper d'Expressió {},No,1,w-full flex flex-col gap-4
ContentWithShortcodes.jsx,src/components/core/ContentWithShortcodes.jsx,228,Wrapper d'Expressió {},No,1,w-full text-left block app-cms-content prose prose-lg dark:prose-invert max-w-none text-[var(--text-primary)]
ErrorBoundary.jsx,src/components/core/ErrorBoundary.jsx,69,Contenidor Mixt,No,4,error-boundary-container
ErrorBoundary.jsx,src/components/core/ErrorBoundary.jsx,70,Contenidor de Text Pura,SÍ: Wrapper inútil sense estils,1,
ErrorBoundary.jsx,src/components/core/ErrorBoundary.jsx,73,Contenidor Mixt,No,2,
GlobalErrorBoundary.jsx,src/components/core/GlobalErrorBoundary.jsx,88,Wrapper HTML (<div>),No,1,min-h-screen bg-[#050505] flex items-center justify-center p-8 text-white text-center
GlobalErrorBoundary.jsx,src/components/core/GlobalErrorBoundary.jsx,89,Contenidor Mixt,No,4,max-w-xl
GlobalErrorBoundary.jsx,src/components/core/GlobalErrorBoundary.jsx,90,Wrapper HTML (<div>),No,1,mb-8 flex justify-center
GlobalErrorBoundary.jsx,src/components/core/GlobalErrorBoundary.jsx,91,Contenidor d'Icona (<svg>),No,1,w-24 h-24 bg-[#F97316]/10 rounded-full flex items-center justify-center border border-[#F97316]/30
GlobalErrorBoundary.jsx,src/components/core/GlobalErrorBoundary.jsx,112,Wrapper HTML (<div>),No,1,min-h-screen bg-black flex items-center justify-center p-8 text-white
GlobalErrorBoundary.jsx,src/components/core/GlobalErrorBoundary.jsx,113,Contenidor Mixt,No,2,max-w-md text-center
SafeShell.jsx,src/components/core/SafeShell.jsx,9,Contenidor Mixt,No,3,safe-shell-container
SafeShell.jsx,src/components/core/SafeShell.jsx,10,BUIT (Possible Basura),No,0,safe-area-background-top
SafeShell.jsx,src/components/core/SafeShell.jsx,11,Wrapper d'Expressió {},No,1,safe-shell-main
SafeShell.jsx,src/components/core/SafeShell.jsx,17,BUIT (Possible Basura),No,0,safe-area-background-bottom
VersionGatekeeper.jsx,src/components/core/VersionGatekeeper.jsx,34,Contenidor d'Icones Múltiples/Mixt,No,3,gatekeeper-purge-overlay
VersionGatekeeper.jsx,src/components/core/VersionGatekeeper.jsx,37,Wrapper d'Expressió {},No,1,purge-version
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,70,Wrapper HTML (<div>),No,1,flex-1 overflow-y-auto bg-[#0a0a0b] text-white p-8 md:p-12 animate-fade-in custom-scrollbar
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,71,Contenidor Mixt,No,9,max-w-3xl mx-auto
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,72,Contenidor Mixt,No,3,flex items-center gap-4 mb-10 border-b border-white/10 pb-6 uppercase tracking-[0.3em] text-orange-500 font-black text-xs
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,83,Wrapper HTML (<p>),No,1,[Expressió Dinàmica]
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,88,Contenidor Mixt,No,2,bg-white/5 border border-white/10 genesis-radius p-8 mb-10 backdrop-blur-md
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,89,Contenidor Mixt,No,2,flex items-start gap-4 mb-6
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,90,Wrapper de Component (<Info>),No,1,p-3 bg-orange-600/20 genesis-radius text-blue-400
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,93,Contenidor Mixt,No,2,
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,103,Contenidor Mixt,No,2,grid gap-6
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,104,Contenidor Mixt,No,2,flex gap-4
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,105,BUIT (Possible Basura),No,0,w-1.5 h-auto bg-orange-600 rounded-full shrink-0
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,106,Contenidor Mixt,No,2,
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,116,Contenidor Mixt,No,2,flex gap-4
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,117,BUIT (Possible Basura),No,0,w-1.5 h-auto bg-purple-600 rounded-full shrink-0
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,118,Contenidor Mixt,No,2,
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,131,Contenidor Mixt,No,2,bg-slate-900 border border-slate-700 rounded-[28px] p-6 mb-10 font-mono text-sm text-green-400/80
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,133,Wrapper d'Expressió {},No,1,whitespace-pre-wrap
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,138,Contenidor Mixt,No,2,bg-black/40 border border-white/5 genesis-radius p-8 mb-10
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,139,Contenidor Mixt,No,2,flex items-center gap-3 mb-4 text-xs font-black uppercase tracking-widest opacity-60
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,148,Contenidor Mixt,No,2,flex items-center gap-2 p-6 bg-orange-600/10 border border-orange-600/20 genesis-radius text-orange-500 text-[10px] font-black uppercase tracking-widest mb-8
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,154,Contenidor Mixt,No,2,[Expressió Dinàmica]
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,155,Contenidor Mixt,No,2,flex items-center justify-between mb-4
ArchitecteView.jsx,src/components/features/ArchitecteView.jsx,156,Contenidor Mixt,No,2,flex items-center gap-3
CartManager.jsx,src/components/features/CartManager.jsx,112,Wrapper HTML (<div>),No,1,[Expressió Dinàmica]
CartManager.jsx,src/components/features/CartManager.jsx,118,Contenidor Mixt,No,3,[Expressió Dinàmica]
CartManager.jsx,src/components/features/CartManager.jsx,124,Contenidor Mixt,No,2,cart-header
CartManager.jsx,src/components/features/CartManager.jsx,134,Wrapper d'Expressió {},No,1,cart-content
CartManager.jsx,src/components/features/CartManager.jsx,136,Contenidor Mixt,No,2,cart-empty-state
CartManager.jsx,src/components/features/CartManager.jsx,150,Contenidor Mixt,No,2,cart-item
CartManager.jsx,src/components/features/CartManager.jsx,154,Wrapper de Component (<ShoppingBag>),No,1,cart-item-image flex items-center justify-center
CartManager.jsx,src/components/features/CartManager.jsx,158,Contenidor Mixt,No,2,cart-item-details
CartManager.jsx,src/components/features/CartManager.jsx,161,Contenidor Mixt,No,2,cart-item-actions
CartManager.jsx,src/components/features/CartManager.jsx,164,Contenidor Mixt,No,2,flex items-center gap-3
CartManager.jsx,src/components/features/CartManager.jsx,165,Contenidor Mixt,No,3,quantity-selector
CartManager.jsx,src/components/features/CartManager.jsx,208,Contenidor Mixt,No,2,cart-footer
CartManager.jsx,src/components/features/CartManager.jsx,209,Contenidor Mixt,No,2,cart-summary-row
CategoryManager.jsx,src/components/features/CategoryManager.jsx,7,Contenidor Mixt,No,3,p-6 lg:p-10 max-w-4xl mx-auto space-y-8 animate-fade-in relative
CategoryManager.jsx,src/components/features/CategoryManager.jsx,8,Contenidor Mixt,No,3,space-y-4 border-b border-white/10 pb-8
CategoryManager.jsx,src/components/features/CategoryManager.jsx,16,Contenidor Mixt,No,2,flex items-center gap-3
CategoryManager.jsx,src/components/features/CategoryManager.jsx,25,Contenidor Mixt,No,4,grid grid-cols-1 md:grid-cols-2 gap-6
CategoryManager.jsx,src/components/features/CategoryManager.jsx,27,Contenidor Mixt,No,2,bg-[#111111] border border-white/5 rounded-[28px] overflow-hidden
CategoryManager.jsx,src/components/features/CategoryManager.jsx,28,Contenidor Mixt,No,2,p-6 border-b border-white/5 bg-white/5 flex items-center justify-between
CategoryManager.jsx,src/components/features/CategoryManager.jsx,29,Contenidor Mixt,No,2,flex items-center gap-2
CategoryManager.jsx,src/components/features/CategoryManager.jsx,35,Wrapper d'Expressió {},No,1,p-6 space-y-4
CategoryManager.jsx,src/components/features/CategoryManager.jsx,37,Contenidor Mixt,No,2,flex items-center justify-between p-3 bg-black/40 rounded-[28px] border border-white/5
CategoryManager.jsx,src/components/features/CategoryManager.jsx,39,Wrapper HTML (<button>),No,1,flex gap-2
CategoryManager.jsx,src/components/features/CategoryManager.jsx,48,Contenidor Mixt,No,2,bg-[#111111] border border-white/5 rounded-[28px] overflow-hidden
CategoryManager.jsx,src/components/features/CategoryManager.jsx,49,Contenidor Mixt,No,2,p-6 border-b border-white/5 bg-white/5 flex items-center justify-between
CategoryManager.jsx,src/components/features/CategoryManager.jsx,50,Contenidor Mixt,No,2,flex items-center gap-2
CategoryManager.jsx,src/components/features/CategoryManager.jsx,58,Wrapper d'Expressió {},No,1,p-6 space-y-2 flex flex-wrap gap-2
ChatDetail.jsx,src/components/features/ChatDetail.jsx,97,Wrapper HTML (<div>),No,1,glass-rural w-full max-w-sm rounded-3xl px-4 py-3 shadow-2xl text-[#E5E2E1]
ChatDetail.jsx,src/components/features/ChatDetail.jsx,98,Contenidor Mixt,No,2,flex items-center justify-between gap-3
ChatDetail.jsx,src/components/features/ChatDetail.jsx,457,Wrapper de Component (<Loader2>),No,1,flex min-h-full flex-1 items-center justify-center bg-[#131313]
ChatDetail.jsx,src/components/features/ChatDetail.jsx,480,Contenidor Mixt,No,3,flex min-h-0 flex-1 flex-col bg-theme-bg
ChatDetail.jsx,src/components/features/ChatDetail.jsx,482,Contenidor Mixt,No,4,mx-3 mt-2 rounded-3xl bg-theme-surface px-4 py-3 text-center text-[13px] text-theme-accent-primary shadow-lg
ChatDetail.jsx,src/components/features/ChatDetail.jsx,490,Contenidor Mixt,No,4,mx-3 mt-2 rounded-3xl bg-theme-accent-primary/10 px-4 py-3 text-center text-[15px] text-theme-accent-primary shadow-xl
ChatDetail.jsx,src/components/features/ChatDetail.jsx,498,Contenidor Mixt,No,2,relative flex min-h-0 flex-1 flex-col
ChatDetail.jsx,src/components/features/ChatDetail.jsx,499,Wrapper de Component (<ChatMessageList>),No,1,relative min-h-0 flex-1 overflow-hidden
ChatDetail.jsx,src/components/features/ChatDetail.jsx,518,Wrapper de Component (<ChatInputArea>),No,1,shrink-0
ChatDetail.jsx,src/components/features/ChatDetail.jsx,558,Wrapper de Component (<UniversalCardHeader>),No,1,sticky top-0 z-[190] w-full shrink-0 shadow-sm
ChatDetail.jsx,src/components/features/ChatDetail.jsx,583,Contenidor Mixt,No,3,flex-1 h-full overflow-y-auto px-4 py-6 flex flex-col gap-4 bg-theme-base custom-scrollbar
ChatDetail.jsx,src/components/features/ChatDetail.jsx,587,Contenidor Mixt,No,2,[Expressió Dinàmica]
ChatDetail.jsx,src/components/features/ChatDetail.jsx,588,Wrapper d'Expressió {},No,1,[Expressió Dinàmica]
ChatDetail.jsx,src/components/features/ChatDetail.jsx,603,Contenidor Mixt,No,3,flex flex-col items-center justify-center text-center text-theme-muted mt-20 opacity-60
ChatDetail.jsx,src/components/features/ChatDetail.jsx,604,Wrapper de Component (<Send>),No,1,w-16 h-16 rounded-full bg-white/10 flex items-center justify-center mb-4 border border-white/5 shadow-inner
ChatDetail.jsx,src/components/features/ChatDetail.jsx,611,BUIT (Possible Basura),No,0,h-4
ChatDetail.jsx,src/components/features/ChatDetail.jsx,627,Wrapper HTML (<form>),No,1,p-3 bg-white dark:bg-[#111111] border-t border-gray-100 dark:border-white/5 pb-safe
ChatDetail.jsx,src/components/features/ChatDetail.jsx,630,Contenidor Mixt,No,2,flex gap-1 pb-1 shrink-0
ChatDetail.jsx,src/components/features/ChatDetail.jsx,640,Wrapper HTML (<textarea>),No,1,flex-1 bg-gray-100 dark:bg-[#1A1A1A] border border-transparent dark:border-white/5 rounded-[24px] flex items-center relative overflow-hidden transition-all focus-within:border-[#FF6D00]/30 focus-within:bg-white dark:focus-within:bg-[#222222] focus-within:shadow-[0_4px_20px_rgba(255;109;0;0.08)] min-h-[48px]
ChatDetail.jsx,src/components/features/ChatDetail.jsx,658,Wrapper d'Expressió {},No,1,pb-[2px] shrink-0
ChatEmptyState.jsx,src/components/features/ChatEmptyState.jsx,12,Wrapper HTML (<div>),No,1,flex-1 flex flex-col items-center justify-center p-8 md:p-12 bg-[#050505] text-white min-h-0
ChatEmptyState.jsx,src/components/features/ChatEmptyState.jsx,13,Wrapper HTML (<div>),No,1,max-w-2xl w-full border border-[var(--theme-accent-primary)]/30 bg-[var(--theme-accent-primary)]/5 genesis-radius p-8 md:p-10 backdrop-blur-xl animate-fade-in
ChatEmptyState.jsx,src/components/features/ChatEmptyState.jsx,14,Contenidor Mixt,No,2,flex items-center gap-3 mb-8 text-[var(--theme-accent-primary)] font-black text-xs uppercase tracking-[0.3em]
ChatEmptyState.jsx,src/components/features/ChatEmptyState.jsx,24,Wrapper de Component (<Map>),No,1,flex-1 w-full h-full relative overflow-y-auto bg-theme-base
ChatList.jsx,src/components/features/ChatList.jsx,275,Contenidor Mixt,No,5,flex-1 flex flex-col min-w-0 bg-white dark:bg-[#0e0e0e] relative overflow-hidden h-full chat-list-container font-['Noto_Sans';sans-serif] transition-colors border-r border-[#0000000a] dark:border-transparent
ChatList.jsx,src/components/features/ChatList.jsx,277,Contenidor Mixt,No,2,shrink-0 flex items-center justify-between px-3 sm:px-4 h-[56px] min-h-[56px] bg-[#F97316] dark:bg-[#4F46E5] sticky top-0 z-20 transition-colors gap-2 shadow-md
ChatList.jsx,src/components/features/ChatList.jsx,278,Contenidor Mixt,No,2,flex items-center flex-1 h-[36px] bg-white rounded-[28px] overflow-hidden focus-within:ring-2 focus-within:ring-[#0369A1] transition-all group
ChatList.jsx,src/components/features/ChatList.jsx,279,Wrapper de Component (<Search>),No,1,flex items-center justify-center pl-4 pr-2 h-full
ChatList.jsx,src/components/features/ChatList.jsx,298,Contenidor Mixt,No,2,relative flex-shrink-0 flex items-center justify-center
ChatList.jsx,src/components/features/ChatList.jsx,309,BUIT (Possible Basura),No,0,fixed inset-0 z-40
ChatList.jsx,src/components/features/ChatList.jsx,310,Contenidor Mixt,No,14,absolute right-0 top-14 z-50 w-72 origin-top-right animate-in fade-in zoom-in-95 rounded-[28px] bg-white dark:bg-[#1a1a1a] py-3 text-[16px] text-theme-text shadow-[0_8px_32px_rgba(0;0;0;0.25)] border border-gray-100 dark:border-gray-800 duration-200
ChatList.jsx,src/components/features/ChatList.jsx,312,Wrapper HTML (<span>),No,1,px-5 pb-3 mb-2 border-b border-gray-100 dark:border-gray-800 flex items-center justify-between
ChatList.jsx,src/components/features/ChatList.jsx,319,BUIT (Possible Basura),No,0,mx-5 my-1 border-b border-gray-100 dark:border-gray-800
ChatList.jsx,src/components/features/ChatList.jsx,336,Wrapper d'Expressió {},No,1,flex-1 overflow-y-auto bg-white dark:bg-[#0e0e0e] min-h-0 custom-scrollbar overscroll-contain transition-colors
ChatList.jsx,src/components/features/ChatList.jsx,342,Contenidor Mixt,No,4,[Expressió Dinàmica]
ChatList.jsx,src/components/features/ChatList.jsx,351,Contenidor Mixt,No,2,flex-shrink-0 relative py-3 pr-4
ChatList.jsx,src/components/features/ChatList.jsx,359,Wrapper HTML (<span>),No,1,absolute bottom-2 right-3 bg-white dark:bg-[#0e0e0e] rounded-[10px] px-1.5 py-0.5 z-10 shadow-sm border border-gray-200 dark:border-[rgba(255;255;255;0.1)] flex items-center justify-center
ChatList.jsx,src/components/features/ChatList.jsx,366,Contenidor Mixt,No,4,flex-1 min-w-0 flex flex-col justify-center h-[72px] pr-4 border-b border-gray-200 dark:border-white/5 group-last:border-0
ChatList.jsx,src/components/features/ChatList.jsx,368,Contenidor Mixt,No,2,flex justify-between items-center gap-2
ChatList.jsx,src/components/features/ChatList.jsx,369,Wrapper d'Expressió {},No,1,m-0 truncate text-[17px] md:text-[19px] font-semibold leading-tight text-[#0369A1] dark:text-[#F97316] transition-colors tracking-normal
ChatList.jsx,src/components/features/ChatList.jsx,376,Wrapper d'Expressió {},No,1,shrink-0 text-[12px] md:text-[13px] font-normal leading-tight text-[#54656F] dark:text-[#8696A0] ml-2
ChatList.jsx,src/components/features/ChatList.jsx,385,Wrapper HTML (<p>),No,1,flex items-center text-[15px] font-normal transition-colors mt-[1px]
ChatList.jsx,src/components/features/ChatList.jsx,394,Contenidor Mixt,No,3,h-full flex flex-col items-center justify-center p-12 text-center opacity-80
CreationHub.jsx,src/components/features/CreationHub.jsx,19,Contenidor Mixt,No,4,fixed inset-0 z-modal flex items-center justify-center p-4
CreationHub.jsx,src/components/features/CreationHub.jsx,21,BUIT (Possible Basura),No,0,absolute inset-0 bg-black/60 backdrop-blur-md
CreationHub.jsx,src/components/features/CreationHub.jsx,27,Contenidor Mixt,No,5,relative z-50 w-full max-w-lg p-6 rounded-[32px] shadow-2xl bg-[#0A0A0A] border border-white/10 text-white animate-in zoom-in-95
